order_id,order_date,customer_id,order_status
91256,11/27/2012,35,CLOSED
91257,5/28/2013,35,REJECTED
91256,11/27/2012,36,CLOSED
91256,11/27/2012,36,CLOSED
91256,11/27/2012,37,CLOSED
88682,07-03-2011,39,CANCELLED
88682,07-03-2011,39,CANCELLED
88684,06-12-2013,39,COMPLETED
88683,3/21/2013,40,CLOSED
91455,11-05-2012,42,CLOSED
91458,11/26/2013,42,CLOSED
91458,11/26/2013,42,CLOSED
91454,11-10-2010,43,COMPLETED
91456,2/26/2013,43,REJECTED
91457,8/30/2013,43,COMPLETED
91578,2/24/2012,45,CANCELLED
91579,9/23/2012,45,CLOSED
91579,9/23/2012,46,CLOSED
91579,9/23/2012,46,CLOSED
87712,8/15/2011,48,CANCELLED
87713,8/13/2012,48,CANCELLED
87714,10-10-2012,48,COMPLETED
87714,10-10-2012,48,COMPLETED
87715,01-11-2013,48,COMPLETED
87710,3/29/2011,49,COMPLETED
87711,5/18/2011,49,COMPLETED
87712,8/15/2011,49,CANCELLED
87716,2/17/2013,49,REJECTED
87717,03-02-2013,49,CANCELLED
87718,03-12-2013,49,COMPLETED
87719,10-06-2013,49,CANCELLED
87719,10-06-2013,49,CANCELLED
87710,3/29/2011,50,COMPLETED
88426,09-10-2010,52,CLOSED
88427,09-10-2011,52,COMPLETED
88428,11-06-2012,52,COMPLETED
88425,7/28/2010,53,COMPLETED
88426,09-10-2010,53,CLOSED
88429,2/19/2013,53,REJECTED
88076,10-06-2011,55,COMPLETED
88077,10/20/2011,55,REJECTED
88081,04-10-2013,55,REJECTED
88081,04-10-2013,55,REJECTED
88075,10/20/2010,56,CANCELLED
88075,10/20/2010,56,CANCELLED
88077,10/20/2011,56,REJECTED
88079,01-11-2013,56,COMPLETED
88080,02-08-2013,56,CLOSED
88080,02-08-2013,56,CLOSED
88082,12/27/2013,56,REJECTED
88082,12/27/2013,56,REJECTED
88078,1/21/2012,57,CANCELLED
87413,2/23/2013,59,COMPLETED
87413,2/23/2013,59,COMPLETED
87416,3/14/2013,59,COMPLETED
87417,04-03-2013,59,CLOSED
87417,04-03-2013,59,CLOSED
87410,06-10-2012,60,CANCELLED
87410,06-10-2012,60,CANCELLED
87420,7/21/2013,60,COMPLETED
87409,11/18/2011,61,CANCELLED
87411,10-07-2012,61,REJECTED
87412,2/13/2013,61,CLOSED
87414,03-02-2013,61,COMPLETED
87422,11-11-2013,61,COMPLETED
87422,11-11-2013,61,COMPLETED
87407,11-09-2010,62,COMPLETED
87408,12-12-2010,62,COMPLETED
87415,03-07-2013,62,REJECTED
87423,12-12-2013,62,COMPLETED
87415,03-07-2013,63,REJECTED
87418,05-02-2013,63,REJECTED
87418,05-02-2013,63,REJECTED
87419,06-07-2013,63,REJECTED
87419,06-07-2013,63,REJECTED
87406,03-02-2010,64,CLOSED
87406,03-02-2010,64,CLOSED
87414,03-02-2013,64,CLOSED
87421,8/26/2013,64,COMPLETED
87948,05-02-2012,65,COMPLETED
87948,05-02-2012,66,COMPLETED
87951,06-12-2013,66,CLOSED
87946,01-02-2010,67,REJECTED
87949,01-02-2013,67,REJECTED
87949,01-02-2013,67,REJECTED
87950,03-12-2013,67,CANCELLED
87950,03-12-2013,67,CANCELLED
37537,01-02-2010,68,REJECTED
37537,01-02-2010,68,REJECTED
37537,01-02-2010,68,REJECTED
55713,02-02-2010,68,COMPLETED
2978,05-02-2012,68,COMPLETED
2978,05-02-2012,68,COMPLETED
2978,05-02-2012,68,COMPLETED
44099,03-12-2013,68,CANCELLED
44099,03-12-2013,68,CANCELLED
26274,06-12-2013,68,CLOSED
87948,05-02-2012,69,COMPLETED
87947,02-02-2010,70,COMPLETED
89248,08-12-2012,72,REJECTED
89250,10/28/2013,73,COMPLETED
89249,12-10-2012,74,CLOSED
89247,04-11-2012,75,COMPLETED
89247,04-11-2012,76,COMPLETED
89247,04-11-2012,77,COMPLETED
89247,04-11-2012,78,COMPLETED
89923,02-06-2011,80,REJECTED
89924,5/19/2011,80,COMPLETED
89924,5/19/2011,80,COMPLETED
89924,5/19/2011,80,COMPLETED
89925,5/29/2011,80,COMPLETED
89926,7/16/2012,80,COMPLETED
89926,7/16/2012,81,COMPLETED
89927,01-04-2013,81,COMPLETED
89927,01-04-2013,81,COMPLETED
87365,3/15/2010,83,COMPLETED
87369,03-05-2012,83,COMPLETED
87369,03-05-2012,83,COMPLETED
87372,09-01-2013,83,CLOSED
87364,02-02-2010,84,CLOSED
87366,9/30/2010,84,COMPLETED
87368,10/29/2011,84,CLOSED
87368,10/29/2011,84,CLOSED
87368,10/29/2011,84,CLOSED
87370,4/14/2013,84,CANCELLED
87373,9/30/2013,84,COMPLETED
87367,04-10-2011,85,REJECTED
87370,4/14/2013,85,CANCELLED
87371,4/19/2013,85,CLOSED
90596,06-03-2010,87,REJECTED
90597,9/22/2010,87,COMPLETED
90597,9/22/2010,87,COMPLETED
90599,4/15/2013,87,CANCELLED
90598,12/13/2011,88,CLOSED
87181,02-07-2012,90,CLOSED
87175,5/17/2010,91,COMPLETED
87176,8/18/2010,91,CANCELLED
87177,09-04-2010,91,CANCELLED
87181,02-07-2012,91,CLOSED
87181,02-07-2012,91,CLOSED
87182,09-08-2012,91,REJECTED
87182,09-08-2012,91,REJECTED
87175,5/17/2010,92,COMPLETED
87175,5/17/2010,92,COMPLETED
87178,12-07-2010,92,CANCELLED
87179,04-02-2011,92,CANCELLED
87185,11/22/2013,92,COMPLETED
87180,11/22/2011,93,COMPLETED
87183,12/18/2012,93,COMPLETED
87183,12/18/2012,93,COMPLETED
87183,12/18/2012,93,COMPLETED
87184,09-01-2013,93,CLOSED
44231,11-03-2010,94,CLOSED
44231,11-03-2010,94,CLOSED
33632,3/13/2011,94,COMPLETED
56001,04-12-2011,94,REJECTED
52737,11-08-2011,94,CLOSED
27174,10-08-2012,94,COMPLETED
28582,1/22/2013,94,CLOSED
28582,1/22/2013,94,CLOSED
1856,3/19/2013,94,CLOSED
1856,3/19/2013,94,CLOSED
1856,3/19/2013,94,CLOSED
30883,8/21/2013,94,CANCELLED
44231,11-03-2013,94,CLOSED
37063,12-09-2013,94,CLOSED
87309,10-08-2012,95,COMPLETED
87312,3/19/2013,95,CLOSED
87312,3/19/2013,95,CLOSED
87312,3/19/2013,95,CLOSED
87307,8/21/2011,96,CANCELLED
87310,1/22/2013,96,CLOSED
87310,1/22/2013,96,CLOSED
87311,3/13/2013,96,COMPLETED
87306,11-03-2010,97,CLOSED
87306,11-03-2010,97,CLOSED
87308,11-08-2011,97,CLOSED
87314,11-03-2013,97,CLOSED
87315,12-09-2013,97,CLOSED
87313,04-12-2013,98,REJECTED
88206,2/23/2011,99,CANCELLED
88210,2/14/2013,100,COMPLETED
88205,6/22/2010,101,CANCELLED
88209,4/24/2012,101,COMPLETED
42599,04-06-2010,102,CANCELLED
3397,6/22/2010,102,CANCELLED
3397,6/22/2010,102,CANCELLED
42528,2/23/2011,102,CANCELLED
42528,2/23/2011,102,CANCELLED
42528,2/23/2011,102,CANCELLED
42528,2/23/2011,102,CANCELLED
42528,2/23/2011,102,CANCELLED
48263,03-09-2011,102,CANCELLED
48263,03-09-2011,102,CANCELLED
11779,6/29/2011,102,CLOSED
11779,6/29/2011,102,CLOSED
16710,4/24/2012,102,COMPLETED
54053,2/14/2013,102,COMPLETED
54053,2/14/2013,102,COMPLETED
88206,2/23/2011,103,CANCELLED
88206,2/23/2011,104,CANCELLED
88211,2/23/2013,105,CANCELLED
88207,03-09-2011,106,CANCELLED
88204,04-06-2010,107,CANCELLED
88208,6/29/2011,108,CLOSED
88205,6/22/2010,109,CANCELLED
88206,2/23/2011,110,CANCELLED
88210,2/14/2013,111,COMPLETED
88208,6/29/2011,112,CLOSED
88207,03-09-2011,113,CANCELLED
89583,01-03-2010,114,COMPLETED
89584,04-04-2010,114,CANCELLED
89584,04-04-2010,114,CANCELLED
89591,12/26/2013,114,COMPLETED
89585,04-09-2010,115,REJECTED
89586,1/23/2011,115,CANCELLED
89587,04-02-2011,115,REJECTED
89589,4/24/2013,115,REJECTED
89590,8/16/2013,115,COMPLETED
89588,04-09-2013,116,REJECTED
7909,01-03-2010,117,COMPLETED
13959,04-04-2010,117,CANCELLED
13959,04-04-2010,117,CANCELLED
58914,04-09-2010,117,REJECTED
19812,04-02-2011,117,REJECTED
44295,1/23/2013,117,CANCELLED
58914,04-09-2013,117,REJECTED
23172,4/24/2013,117,REJECTED
36038,8/16/2013,117,COMPLETED
16772,12/26/2013,117,COMPLETED
86521,12/17/2011,119,CLOSED
86524,12/30/2012,119,REJECTED
86524,12/30/2012,119,REJECTED
86525,02-10-2013,119,COMPLETED
86526,4/18/2013,119,REJECTED
86520,07-12-2010,120,COMPLETED
86520,07-12-2010,120,COMPLETED
86522,02-03-2012,120,CANCELLED
86523,08-11-2012,120,CANCELLED
86523,08-11-2012,120,CANCELLED
90670,04-11-2012,122,COMPLETED
90670,04-11-2012,122,COMPLETED
90671,4/30/2012,122,CANCELLED
90672,8/30/2013,122,COMPLETED
90672,8/30/2013,122,COMPLETED
90669,10-09-2010,123,COMPLETED
90673,10-09-2013,123,COMPLETED
88518,10-06-2012,125,CLOSED
88520,8/29/2013,125,COMPLETED
88517,09-10-2011,126,CANCELLED
88520,8/29/2013,126,COMPLETED
88519,05-07-2013,127,CANCELLED
88519,05-07-2013,127,CANCELLED
88521,09-10-2013,127,CANCELLED
86693,7/27/2010,129,CLOSED
86694,11/25/2010,129,CLOSED
86698,11/29/2013,129,COMPLETED
86695,06-03-2012,130,COMPLETED
86696,8/25/2012,130,CANCELLED
86697,01-11-2013,130,CLOSED
90995,9/20/2011,132,COMPLETED
90998,5/30/2013,132,CANCELLED
90999,11/30/2013,132,CLOSED
90999,11/30/2013,132,CLOSED
90994,3/14/2011,133,REJECTED
90996,03-05-2012,133,REJECTED
90997,05-08-2013,133,COMPLETED
90999,11/30/2013,134,CLOSED
88534,11/16/2010,136,COMPLETED
88534,11/16/2010,136,COMPLETED
88538,05-02-2013,136,COMPLETED
88539,11/16/2013,136,COMPLETED
88535,10/26/2012,137,CLOSED
88537,02-09-2013,138,REJECTED
88536,12/31/2012,139,COMPLETED
91091,1/14/2011,141,COMPLETED
91093,1/24/2012,141,CLOSED
91087,06-02-2010,142,COMPLETED
91093,1/24/2012,143,CLOSED
91087,06-02-2010,144,COMPLETED
91086,1/15/2010,145,CANCELLED
91089,9/16/2010,145,REJECTED
91094,3/15/2012,145,COMPLETED
91098,09-02-2013,145,COMPLETED
91098,09-02-2013,145,COMPLETED
91088,09-12-2010,146,CLOSED
91090,10/23/2010,146,CANCELLED
91096,5/25/2013,146,REJECTED
91096,5/25/2013,146,REJECTED
91099,09-12-2013,146,CLOSED
91100,10/23/2013,146,CANCELLED
91097,06-02-2013,147,COMPLETED
91095,7/22/2012,148,REJECTED
91092,9/24/2011,149,CLOSED
89521,1/22/2010,151,COMPLETED
89523,4/20/2010,151,COMPLETED
89528,5/14/2012,151,REJECTED
89530,10-04-2012,151,CANCELLED
89530,10-04-2012,151,CANCELLED
89520,1/15/2010,152,COMPLETED
89522,4/19/2010,152,REJECTED
89524,9/29/2010,152,COMPLETED
89525,12/18/2010,152,REJECTED
89526,02-01-2012,152,CANCELLED
89532,3/21/2013,152,REJECTED
89532,3/21/2013,152,REJECTED
89527,4/23/2012,153,CANCELLED
89531,10/13/2012,153,COMPLETED
89533,7/17/2013,153,COMPLETED
89535,10/30/2013,153,COMPLETED
89535,10/30/2013,153,COMPLETED
89535,10/30/2013,153,COMPLETED
89529,09-04-2012,154,CLOSED
89534,8/28/2013,154,COMPLETED
87671,5/14/2010,156,COMPLETED
87672,7/25/2010,156,COMPLETED
87673,7/14/2011,156,COMPLETED
87673,7/14/2011,156,COMPLETED
87675,02-02-2013,156,REJECTED
87674,1/21/2013,157,REJECTED
87675,02-02-2013,157,REJECTED
89372,06-04-2011,159,REJECTED
89373,11/25/2011,159,CANCELLED
89374,09-08-2013,159,CANCELLED
89374,09-08-2013,159,CANCELLED
89967,5/26/2013,161,CANCELLED
89967,5/26/2013,161,CANCELLED
89967,5/26/2013,161,CANCELLED
89965,1/16/2013,162,REJECTED
89968,5/29/2013,162,REJECTED
89968,5/29/2013,162,REJECTED
89969,11/21/2013,162,COMPLETED
89963,11-04-2011,163,COMPLETED
89968,5/29/2013,163,REJECTED
89961,07-02-2010,164,CANCELLED
89961,07-02-2010,164,CANCELLED
89962,10-02-2011,164,COMPLETED
89964,6/29/2012,164,COMPLETED
89966,03-08-2013,164,CLOSED
89426,01-11-2010,166,REJECTED
89428,9/26/2011,166,CANCELLED
89429,2/13/2012,166,CANCELLED
89429,2/13/2012,166,CANCELLED
89427,6/23/2011,167,COMPLETED
89427,6/23/2011,167,COMPLETED
89430,12/17/2012,167,CLOSED
87463,01-03-2010,169,REJECTED
87463,01-03-2010,169,REJECTED
87463,01-03-2010,169,REJECTED
87467,01-12-2013,169,COMPLETED
87467,01-12-2013,169,COMPLETED
87468,08-08-2013,169,CANCELLED
87465,3/16/2011,170,COMPLETED
87464,4/13/2010,171,COMPLETED
87466,7/14/2011,172,COMPLETED
87467,01-12-2013,172,COMPLETED
90650,7/17/2011,174,COMPLETED
90651,08-11-2011,174,COMPLETED
90649,4/20/2011,175,COMPLETED
90652,4/20/2013,175,COMPLETED
90827,03-09-2011,177,COMPLETED
90827,03-09-2011,177,COMPLETED
90827,03-09-2011,177,COMPLETED
90828,5/20/2012,177,CANCELLED
90829,02-01-2013,177,COMPLETED
90829,02-01-2013,177,COMPLETED
90826,2/26/2011,178,CANCELLED
90826,2/26/2011,178,CANCELLED
90830,06-06-2013,178,CANCELLED
90831,10-04-2013,178,COMPLETED
90831,10-04-2013,178,COMPLETED
90831,10-04-2013,178,COMPLETED
90783,12/24/2012,180,CANCELLED
90784,11-04-2013,180,COMPLETED
90785,12-12-2013,180,CANCELLED
38087,2/21/2010,181,COMPLETED
3585,11/22/2010,181,COMPLETED
12643,3/19/2011,181,REJECTED
23271,11-03-2011,181,COMPLETED
25669,1/16/2012,181,COMPLETED
42213,3/21/2012,181,COMPLETED
3585,11/22/2013,181,COMPLETED
7751,12/23/2013,181,CLOSED
88365,3/21/2012,182,COMPLETED
88366,12/23/2013,183,CLOSED
88360,2/21/2010,184,COMPLETED
88364,1/16/2012,185,COMPLETED
88363,11-03-2011,186,COMPLETED
88362,3/19/2011,187,REJECTED
88361,11/22/2010,188,COMPLETED
88361,11/22/2010,188,COMPLETED
89092,08-12-2010,190,COMPLETED
89092,08-12-2010,191,COMPLETED
89093,10-09-2010,191,CLOSED
89093,10-09-2010,191,CLOSED
89093,10-09-2010,191,CLOSED
89094,03-03-2013,191,COMPLETED
89094,03-03-2013,191,COMPLETED
90430,01-03-2010,193,CLOSED
90432,9/30/2010,193,CANCELLED
90431,01-10-2010,194,CLOSED
90432,9/30/2010,194,CANCELLED
90435,8/20/2013,194,COMPLETED
90436,12-09-2013,194,COMPLETED
90436,12-09-2013,194,COMPLETED
90436,12-09-2013,194,COMPLETED
90433,06-04-2011,195,REJECTED
90434,03-09-2013,195,CLOSED
88922,01-05-2011,196,COMPLETED
88922,01-05-2011,196,COMPLETED
88927,12/29/2013,196,CANCELLED
88921,10-02-2010,197,COMPLETED
88923,04-05-2013,197,COMPLETED
88924,5/23/2013,197,CANCELLED
88925,7/22/2013,197,CANCELLED
88926,09-05-2013,197,COMPLETED
51072,10-02-2010,198,COMPLETED
5504,01-05-2011,198,COMPLETED
26373,7/22/2011,198,CANCELLED
5504,01-05-2013,198,COMPLETED
28868,04-05-2013,198,COMPLETED
43523,5/23/2013,198,CANCELLED
30660,09-05-2013,198,COMPLETED
13507,12/29/2013,198,CANCELLED
91141,1/27/2012,200,CANCELLED
91142,3/18/2013,200,COMPLETED
91143,09-02-2013,200,COMPLETED
91143,09-02-2013,200,COMPLETED
88971,4/27/2010,202,CLOSED
88972,7/16/2010,202,COMPLETED
88973,02-10-2011,202,CANCELLED
89236,5/16/2011,204,CLOSED
89236,5/16/2011,204,CLOSED
89237,04-10-2012,204,CANCELLED
89237,04-10-2012,204,CANCELLED
89237,04-10-2012,204,CANCELLED
89238,5/24/2012,204,COMPLETED
89239,8/30/2012,205,COMPLETED
89282,1/21/2012,207,REJECTED
89283,03-01-2013,208,CLOSED
85965,7/17/2010,210,REJECTED
85966,12-02-2010,210,CANCELLED
85966,12-02-2010,210,CANCELLED
85966,12-02-2010,210,CANCELLED
85968,7/16/2011,210,REJECTED
85971,12/30/2011,210,CANCELLED
85973,10/20/2012,210,CLOSED
85964,07-06-2010,211,CANCELLED
85964,07-06-2010,211,CANCELLED
85966,12-02-2010,211,CANCELLED
85974,2/21/2013,211,COMPLETED
85975,07-06-2013,211,CANCELLED
85976,7/18/2013,211,COMPLETED
85978,11-12-2013,211,CANCELLED
85967,2/21/2011,212,COMPLETED
85969,7/27/2011,212,CLOSED
85970,9/20/2011,212,CLOSED
85972,02-12-2012,212,CLOSED
85977,9/20/2013,212,CLOSED
88050,7/21/2011,214,COMPLETED
88050,7/21/2011,214,COMPLETED
88050,7/21/2011,214,COMPLETED
88055,11/27/2012,214,CLOSED
88055,11/27/2012,214,CLOSED
88056,2/19/2013,215,CLOSED
88057,06-02-2013,215,CLOSED
88059,12/21/2013,215,COMPLETED
88049,06-06-2011,216,COMPLETED
88052,2/22/2012,216,REJECTED
88052,2/22/2012,216,REJECTED
88052,2/22/2012,216,REJECTED
88051,9/13/2011,217,REJECTED
88053,6/16/2012,217,COMPLETED
88053,6/16/2012,217,COMPLETED
88054,9/15/2012,217,COMPLETED
88054,9/15/2012,217,COMPLETED
88058,8/28/2013,217,COMPLETED
88048,12-09-2010,218,CANCELLED
87230,05-06-2012,220,COMPLETED
87232,8/31/2012,220,COMPLETED
87229,6/27/2011,221,CLOSED
87231,07-08-2012,221,CLOSED
87232,8/31/2012,221,COMPLETED
87232,8/31/2012,221,COMPLETED
87232,8/31/2012,221,COMPLETED
87233,6/27/2013,221,CLOSED
88530,01-11-2012,223,COMPLETED
88530,01-11-2012,223,COMPLETED
88532,2/18/2012,224,COMPLETED
88531,1/31/2012,225,COMPLETED
88533,05-12-2013,226,CANCELLED
88531,1/31/2012,227,COMPLETED
88527,04-02-2010,228,CANCELLED
88528,1/14/2011,228,CANCELLED
88529,9/22/2011,228,REJECTED
91309,01-05-2012,230,COMPLETED
91309,01-05-2012,230,COMPLETED
90240,08-04-2011,232,COMPLETED
90240,08-04-2011,232,COMPLETED
90240,08-04-2011,232,COMPLETED
90241,8/19/2012,232,CLOSED
90237,2/20/2010,233,CANCELLED
90237,2/20/2010,233,CANCELLED
90236,02-05-2010,234,COMPLETED
90238,3/27/2010,234,COMPLETED
90238,3/27/2010,234,COMPLETED
90239,4/28/2010,234,REJECTED
90242,3/27/2013,234,COMPLETED
90243,08-06-2013,234,REJECTED
86621,2/22/2010,236,CLOSED
86624,09-03-2012,236,COMPLETED
86625,2/18/2013,236,COMPLETED
86627,07-06-2013,236,CLOSED
86628,9/22/2013,236,REJECTED
86622,03-01-2012,237,REJECTED
86622,03-01-2012,237,REJECTED
86623,8/25/2012,238,COMPLETED
86623,8/25/2012,238,COMPLETED
86626,05-05-2013,238,CLOSED
90479,4/20/2010,240,CANCELLED
90481,1/31/2011,240,CANCELLED
90481,1/31/2011,240,COMPLETED
90484,1/18/2013,240,CANCELLED
90486,9/19/2013,240,CLOSED
90479,4/20/2010,241,CANCELLED
90480,5/26/2010,241,REJECTED
90480,5/26/2010,241,REJECTED
90483,03-03-2012,241,CANCELLED
90485,04-09-2013,241,COMPLETED
90482,05-01-2011,242,COMPLETED
90487,10/25/2013,242,CANCELLED
86720,10/18/2013,244,REJECTED
86718,2/19/2013,245,COMPLETED
86719,09-05-2013,245,COMPLETED
86721,12/24/2013,245,COMPLETED
86721,12/24/2013,245,COMPLETED
89139,8/23/2010,247,CANCELLED
89139,8/23/2010,247,CANCELLED
89140,9/21/2010,247,CANCELLED
89145,1/13/2013,247,COMPLETED
89141,4/22/2011,248,CANCELLED
89142,5/19/2012,248,COMPLETED
89143,6/22/2012,248,CANCELLED
89144,12/18/2012,248,CLOSED
89145,1/13/2013,248,COMPLETED
87214,11/28/2010,250,COMPLETED
87214,11/28/2010,250,COMPLETED
87215,12/29/2011,250,COMPLETED
87216,03-12-2012,250,COMPLETED
87216,03-12-2012,251,COMPLETED
87216,03-12-2012,251,COMPLETED
87216,03-12-2012,251,COMPLETED
87217,3/19/2012,251,CANCELLED
87218,09-08-2012,251,COMPLETED
87219,2/26/2013,251,CLOSED
87220,12-02-2013,251,CLOSED
87220,12-02-2013,252,CLOSED
86268,12-10-2010,254,CANCELLED
86272,12-09-2011,254,COMPLETED
86277,10-07-2013,254,COMPLETED
86278,12/28/2013,254,CANCELLED
86269,2/20/2011,255,COMPLETED
86271,10-07-2011,255,COMPLETED
86273,09-01-2012,255,COMPLETED
86275,2/17/2013,255,REJECTED
86267,1/31/2010,256,COMPLETED
86270,5/26/2011,256,CLOSED
86270,5/26/2011,256,CLOSED
86271,10-07-2011,256,COMPLETED
86271,10-07-2011,256,COMPLETED
86274,1/31/2013,256,COMPLETED
86276,5/23/2013,256,COMPLETED
85858,07-02-2010,258,CANCELLED
85860,8/18/2011,258,CANCELLED
85860,8/18/2011,258,CANCELLED
85861,11/17/2011,258,COMPLETED
85862,03-10-2012,258,CANCELLED
85862,03-10-2012,258,CANCELLED
85863,07-02-2013,258,CANCELLED
85857,1/19/2010,259,REJECTED
85861,11/17/2011,259,COMPLETED
85864,11/17/2013,259,COMPLETED
85859,4/24/2011,260,COMPLETED
85859,4/24/2011,260,COMPLETED
86298,1/26/2011,262,COMPLETED
86299,04-12-2011,262,REJECTED
86302,4/30/2012,262,COMPLETED
86306,10/15/2013,262,COMPLETED
86297,1/21/2010,263,COMPLETED
86300,7/25/2011,263,CANCELLED
86300,7/25/2011,263,CANCELLED
86301,09-02-2011,263,CANCELLED
86301,09-02-2011,263,CANCELLED
86304,7/30/2013,263,CANCELLED
86304,7/30/2013,263,CANCELLED
86305,8/15/2013,263,CANCELLED
86303,05-07-2013,264,REJECTED
90593,5/18/2010,266,CLOSED
90594,11/15/2010,266,CANCELLED
90594,11/15/2010,266,CANCELLED
90595,09-05-2013,267,CLOSED
90595,09-05-2013,267,CLOSED
88941,04-07-2010,268,REJECTED
88941,04-07-2010,268,REJECTED
88942,12-05-2010,269,REJECTED
88942,12-05-2010,269,REJECTED
88942,12-05-2010,269,REJECTED
88944,5/29/2011,269,COMPLETED
88944,5/29/2011,269,COMPLETED
88946,12/19/2011,269,REJECTED
88948,6/25/2012,269,COMPLETED
88945,07-04-2011,270,COMPLETED
88947,1/19/2012,270,CLOSED
88951,4/18/2013,270,COMPLETED
88952,08-12-2013,270,REJECTED
88952,08-12-2013,270,REJECTED
88940,3/30/2010,271,CANCELLED
88943,04-04-2011,271,REJECTED
88949,7/23/2012,271,REJECTED
88949,7/23/2012,271,REJECTED
88950,10/31/2012,271,COMPLETED
5509,04-07-2010,272,REJECTED
5509,04-07-2010,272,REJECTED
36069,12-05-2010,272,REJECTED
36069,12-05-2010,272,REJECTED
21600,04-04-2011,272,REJECTED
35840,5/29/2011,272,COMPLETED
35840,5/29/2011,272,COMPLETED
52743,07-04-2011,272,COMPLETED
33826,12/19/2011,272,REJECTED
36931,1/19/2012,272,CLOSED
31939,6/25/2012,272,COMPLETED
29152,7/23/2012,272,REJECTED
29152,7/23/2012,272,REJECTED
23781,10/31/2012,272,COMPLETED
10949,3/30/2013,272,CANCELLED
45476,4/18/2013,272,COMPLETED
39490,08-12-2013,272,REJECTED
39490,08-12-2013,272,REJECTED
36069,12-05-2013,272,REJECTED
89294,2/13/2012,274,CANCELLED
89297,5/24/2013,274,COMPLETED
89292,7/24/2010,275,CLOSED
89291,5/21/2010,276,COMPLETED
89298,06-11-2013,277,CANCELLED
89296,6/29/2012,278,COMPLETED
89296,6/29/2012,279,COMPLETED
89294,2/13/2012,280,CANCELLED
89295,3/26/2012,281,COMPLETED
89291,5/21/2010,282,COMPLETED
89293,12/17/2010,283,COMPLETED
89294,2/13/2012,284,CANCELLED
89761,6/17/2010,286,REJECTED
