customer_id,customer_fname,customer_lname,username,password,address,state,city ,pincode
56,C84,1663,C841663,,East,New York,New York City,10012
57,C21,3742,C213742,,East,New York,New York City,10012
58,C96,2515,C962515,,West,California,Laguna Hills,92653
59,C11,2279,C112279,,West,California,Laguna Hills,92653
60,C15,8837,C158837,,West,California,Laguna Hills,92653
61,C33,6576,C336576,,West,California,Laguna Hills,92653
62,C71,6161,C716161,,West,California,Laguna Niguel,92677
63,C43,9382,C439382,,West,California,Laguna Niguel,92677
64,C12,3427,C123427,,West,California,Laguna Niguel,92677
65,C22,4743,C224743,,West,California,Laguna Niguel,92677
66,C11,9549,C119549,,West,California,Laguna Niguel,92677
67,C18,7266,C187266,,West,California,Lake Elsinore,92530
68,C17,3084,C173084,,West,California,Lake Elsinore,92530
69,C12,6956,C126956,,West,California,Lake Elsinore,92530
70,C23,6859,C236859,,West,California,Lake Elsinore,92530
71,C30,9926,C309926,,West,California,Lake Forest,92630
72,C49,3252,C493252,,West,California,Lake Forest,92630
73,C10,9871,C109871,,West,California,Lake Forest,92630
74,C13,6117,C136117,,West,California,Lake Forest,92630
75,C25,8404,C258404,,West,California,Lakewood,90712
76,C16,9749,C169749,,West,California,Lakewood,90712
77,C19,9947,C199947,,West,California,Lakewood,90712
78,C13,5790,C135790,,West,California,Lakewood,90712
79,C60,6418,C606418,,West,California,Lakewood,90712
80,C11,1611,C111611,,West,California,Lakewood,90712
81,C67,9476,C679476,,West,California,Lancaster,93534
82,C54,2025,C542025,,West,California,Lancaster,93534
83,C16,8491,C168491,,West,California,Lawndale,90260
84,C16,9650,C169650,,West,California,Lawndale,90260
85,C15,8160,C158160,,West,Oregon,Eugene,97405
86,C55,2345,C552345,,West,Oregon,Grants Pass,97526
87,C21,8383,C218383,,West,Oregon,Grants Pass,97526
88,C30,9438,C309438,,West,Oregon,Grants Pass,97526
89,C25,3905,C253905,,West,Oregon,Grants Pass,97526
90,C99,2677,C992677,,West,Oregon,Grants Pass,97526
91,C58,4700,C584700,,West,Oregon,Grants Pass,97526
92,C15,7070,C157070,,West,Oregon,Gresham,97030
93,C17,7975,C177975,,West,Oregon,Gresham,97030
94,C83,576,C83576,,West,Oregon,Gresham,97030
95,C80,7389,C807389,,West,Oregon,Gresham,97030
96,C27,7842,C277842,,West,Oregon,Gresham,97030
97,C18,3011,C183011,,West,Oregon,Gresham,97030
98,C56,7813,C567813,,West,Oregon,Gresham,97030
99,C28,2974,C282974,,West,Oregon,Hillsboro,97123
100,C18,1972,C181972,,West,Oregon,Hillsboro,97123
101,C18,9493,C189493,,West,Oregon,Keizer,97303
102,C24,2748,C242748,,Central,Illinois,Alton,62002
103,C32,4683,C324683,,Central,Illinois,Alton,62002
104,C30,7921,C307921,,Central,Illinois,Alton,62002
105,C15,2549,C152549,,West,Washington,Anacortes,98221
106,C11,1832,C111832,,West,Washington,Puyallup,98373
107,C20,4174,C204174,,West,Washington,Puyallup,98373
108,C27,9370,C279370,,West,Washington,Puyallup,98373
109,C90,7582,C907582,,West,Washington,Redmond,98052
110,C16,6635,C166635,,West,Washington,Redmond,98052
111,C27,6043,C276043,,West,Washington,Redmond,98052
112,C28,2643,C282643,,Central,Texas,Coppell,75019
113,C82,515,C82515,,Central,Texas,Coppell,75019
114,C33,1761,C331761,,South,Virginia,Colonial Heights,23834
115,C32,6893,C326893,,South,Virginia,Colonial Heights,23834
116,C30,6395,C306395,,Central,Illinois,Springfield,62701
117,C88,5344,C885344,,Central,Illinois,Springfield,62701
118,C11,2750,C112750,,Central,Illinois,Springfield,62701
119,C27,4870,C274870,,Central,Illinois,Springfield,62701
120,C19,9864,C199864,,Central,Illinois,Springfield,62701
121,C99,7380,C997380,,Central,Illinois,Streamwood,60107
122,C13,2002,C132002,,Central,Illinois,Streamwood,60107
123,C25,5058,C255058,,Central,Illinois,Streamwood,60107
124,C27,1799,C271799,,Central,Illinois,Streamwood,60107
125,C76,5620,C765620,,Central,Illinois,Streamwood,60107
126,C89,1545,C891545,,Central,Illinois,Streamwood,60107
127,C51,9513,C519513,,Central,Illinois,Streamwood,60107
128,C12,5624,C125624,,Central,Illinois,Streamwood,60107
129,C65,8980,C658980,,Central,Illinois,Tinley Park,60477
130,C31,9231,C319231,,West,Washington,Puyallup,98373
131,C15,594,C15594,,West,Washington,Puyallup,98373
132,C84,6730,C846730,,West,Washington,Puyallup,98373
133,C24,9877,C249877,,West,Washington,Redmond,98052
134,C20,826,C20826,,West,Washington,Redmond,98052
135,C26,3874,C263874,,West,Washington,Redmond,98052
136,C66,3463,C663463,,East,New York,Syracuse,13210
137,C13,4370,C134370,,East,New York,Syracuse,13210
138,C31,642,C31642,,East,New York,Syracuse,13210
139,C65,1699,C651699,,East,New York,Syracuse,13210
140,C98,9693,C989693,,East,New York,Tonawanda,14150
141,C12,3581,C123581,,East,New York,Tonawanda,14150
142,C19,2446,C192446,,East,New York,Tonawanda,14150
143,C14,3343,C143343,,East,New York,Tonawanda,14150
144,C22,3343,C223343,,East,New York,Tonawanda,14150
145,C30,9082,C309082,,East,New York,Tonawanda,14150
146,C23,6365,C236365,,East,New York,Tonawanda,14150
147,C17,8734,C178734,,East,New York,Tonawanda,14150
148,C22,3010,C223010,,East,New York,Troy,12180
149,C28,9933,C289933,,Central,Texas,Port Arthur,77642
150,C34,116,C34116,,Central,Texas,Port Arthur,77642
151,C81,6586,C816586,,Central,Texas,Port Arthur,77642
152,C43,4171,C434171,,Central,Texas,Port Arthur,77642
153,C21,5384,C215384,,Central,Texas,Port Arthur,77642
154,C14,3442,C143442,,Central,Texas,Richardson,75080
155,C10,2926,C102926,,Central,Texas,Richardson,75080
156,C34,63,C3463,,Central,Texas,Richardson,75080
157,C13,1786,C131786,,Central,Texas,Rosenberg,77471
158,C19,4380,C194380,,Central,Texas,Rosenberg,77471
159,C26,9623,C269623,,Central,Texas,Rosenberg,77471
160,C84,7171,C847171,,Central,Texas,Rosenberg,77471
161,C55,6552,C556552,,Central,Texas,Rosenberg,77471
162,C87,6528,C876528,,Central,Texas,Rosenberg,77471
163,C30,3493,C303493,,Central,Texas,Round Rock,78664
164,C97,8718,C978718,,Central,Texas,Round Rock,78664
165,C11,1766,C111766,,Central,Texas,Round Rock,78664
166,C17,5946,C175946,,Central,Texas,Round Rock,78664
167,C16,5,C165,,Central,Texas,Rowlett,75088
168,C59,9109,C599109,,Central,Texas,Rowlett,75088
169,C69,3789,C693789,,Central,Texas,Rowlett,75088
170,C25,9342,C259342,,Central,Texas,Rowlett,75088
171,C20,8108,C208108,,Central,Texas,Rowlett,75088
172,C24,4213,C244213,,South,Virginia,Salem,24153
173,C10,2685,C102685,,South,Virginia,Salem,24153
174,C24,4291,C244291,,South,Virginia,Salem,24153
175,C16,2371,C162371,,South,Virginia,Salem,24153
176,C37,5422,C375422,,West,California,Mountain View,94043
177,C91,1768,C911768,,West,California,Murrieta,92563
178,C27,129,C27129,,West,California,Murrieta,92563
179,C61,7189,C617189,,West,California,Napa,94559
180,C27,1029,C271029,,West,California,Napa,94559
181,C29,2356,C292356,,West,California,Napa,94559
182,C32,9633,C329633,,West,California,Napa,94559
183,C24,4780,C244780,,West,California,Napa,94559
184,C13,9568,C139568,,East,New York,New York City,10177
185,C22,281,C22281,,East,New York,New York City,10177
186,C31,1034,C311034,,East,New York,New York City,10177
187,C58,4141,C584141,,East,New York,New York City,10177
188,C22,1934,C221934,,East,New York,New York City,10177
189,C51,3561,C513561,,East,New York,New York City,10177
190,C25,7990,C257990,,East,New York,New York City,10177
191,C16,8348,C168348,,East,New York,New York City,10177
192,C16,1285,C161285,,East,New York,New York City,10177
193,C16,6191,C166191,,East,New York,New York City,10177
194,C17,2966,C172966,,East,Rhode Island,Smithfield,2917
195,C32,928,C32928,,East,Vermont,Burlington,5401
196,C13,1497,C131497,,East,Maine,West Scarborough,4070
197,C52,6660,C526660,,East,Massachusetts,Duxbury,2331
198,C26,6961,C266961,,East,New Jersey,Iselin,8830
199,C20,4741,C204741,,East,New Jersey,Lakewood,8701
200,C18,1619,C181619,,East,New Jersey,Wayne,7470
201,C25,395,C25395,,East,New Jersey,Wyckoff,7481
202,C32,2994,C322994,,East,Vermont,Bennington,5201
203,C25,673,C25673,,West,Oregon,Keizer,97303
204,C19,2978,C192978,,West,Oregon,Keizer,97303
205,C16,3033,C163033,,West,Oregon,Keizer,97303
206,C55,8480,C558480,,West,Oregon,Keizer,97303
207,C28,7409,C287409,,West,Oregon,Keizer,97303
208,C99,3675,C993675,,West,Oregon,Keizer,97303
209,C30,7535,C307535,,West,Oregon,Lake Oswego,97035
210,C23,8961,C238961,,West,Oregon,Lake Oswego,97035
211,C67,1866,C671866,,West,Oregon,Lake Oswego,97035
212,C17,1154,C171154,,East,Ohio,Canton,44708
213,C84,8969,C848969,,East,Ohio,Canton,44708
214,C24,171,C24171,,East,Ohio,Canton,44708
215,C66,5777,C665777,,East,Ohio,Canton,44708
216,C25,6730,C256730,,East,Ohio,Cincinnati,45231
217,C29,8229,C298229,,East,Ohio,Cincinnati,45231
218,C18,3404,C183404,,East,Ohio,Cincinnati,45231
219,C31,6398,C316398,,East,Ohio,Cincinnati,45231
220,C55,7245,C557245,,East,Ohio,Cincinnati,45231
221,C66,2958,C662958,,East,Ohio,Cincinnati,45231
222,C54,5065,C545065,,East,Ohio,Cincinnati,45231
223,C28,4679,C284679,,East,Ohio,Cleveland,44105
224,C58,1947,C581947,,East,Ohio,Cleveland,44105
225,C19,9311,C199311,,East,Ohio,Cleveland,44105
226,C20,6501,C206501,,West,California,Vacaville,95687
227,C72,6021,C726021,,West,California,Vacaville,95687
228,C44,8846,C448846,,West,California,Vacaville,95687
229,C16,8663,C168663,,West,California,Vacaville,95687
230,C61,6106,C616106,,East,Vermont,Essex Junction,5451
231,C77,1066,C771066,,West,California,Vacaville,95687
232,C10,1196,C101196,,West,California,Vallejo,94591
233,C89,8405,C898405,,West,California,Vallejo,94591
234,C37,2643,C372643,,West,California,Vallejo,94591
235,C19,5626,C195626,,West,California,Vallejo,94591
236,C62,2748,C622748,,West,California,Vallejo,94591
237,C29,280,C29280,,West,California,Vallejo,94591
238,C28,1268,C281268,,West,California,Vallejo,94591
239,C82,6744,C826744,,South,Louisiana,Terrytown,70056
240,C25,2021,C252021,,South,Louisiana,Terrytown,70056
241,C64,7656,C647656,,South,Louisiana,Terrytown,70056
242,C25,65,C2565,,South,Louisiana,Terrytown,70056
243,C23,766,C23766,,South,Louisiana,Terrytown,70056
244,C24,3515,C243515,,South,Virginia,Tysons Corner,22102
245,C20,4632,C204632,,South,Virginia,Tysons Corner,22102
246,C25,2598,C252598,,South,Virginia,Tysons Corner,22102
247,C86,6033,C866033,,South,Virginia,Tysons Corner,22102
248,C28,8416,C288416,,South,Virginia,Tysons Corner,22102
249,C34,89,C3489,,Central,Illinois,Chicago,60601
250,C55,5040,C555040,,Central,Illinois,Chicago,60601
251,C80,9281,C809281,,Central,Illinois,Chicago,60601
252,C37,5325,C375325,,Central,Illinois,Chicago,60601
253,C15,5335,C155335,,Central,Illinois,Chicago,60601
254,C22,5051,C225051,,Central,Illinois,Chicago,60601
255,C63,5016,C635016,,Central,Illinois,Chicago,60601
256,C16,5705,C165705,,Central,Illinois,Chicago,60601
257,C70,9571,C709571,,Central,Illinois,Chicago,60601
258,C85,1508,C851508,,Central,Illinois,Chicago,60601
259,C18,4126,C184126,,Central,Illinois,Chicago,60601
260,C23,3642,C233642,,Central,Illinois,Chicago,60601
261,C25,8410,C258410,,Central,Illinois,Chicago,60601
262,C27,667,C27667,,Central,Illinois,Chicago,60601
263,C32,1527,C321527,,Central,Kansas,Leawood,66209
264,C10,9489,C109489,,Central,Kansas,Leawood,66209
265,C10,3824,C103824,,Central,Kansas,Leawood,66209
266,C12,6571,C126571,,Central,Kansas,Leawood,66209
267,C16,9676,C169676,,Central,Kansas,Lenexa,66215
268,C32,1889,C321889,,Central,Kansas,Lenexa,66215
269,C21,2128,C212128,,Central,Kansas,Lenexa,66215
270,C30,1271,C301271,,Central,Kansas,Lenexa,66215
271,C22,1995,C221995,,Central,Kansas,Manhattan,66502
272,C31,8802,C318802,,Central,Kansas,Manhattan,66502
273,C26,3812,C263812,,Central,Kansas,Manhattan,66502
274,C32,1609,C321609,,Central,Kansas,Manhattan,66502
275,C66,6013,C666013,,Central,Kansas,Manhattan,66502
276,C17,2185,C172185,,Central,Kansas,Olathe,66062
277,C15,463,C15463,,East,Connecticut,New Haven,6510
278,C27,4529,C274529,,East,Maine,Bangor,4401
279,C24,2659,C242659,,East,Maine,Biddeford,4005
280,C19,4451,C194451,,East,Maine,Biddeford,4005
281,C25,2600,C252600,,East,Massachusetts,Boston,2129
282,C30,9645,C309645,,East,Massachusetts,Boston,2129
283,C33,6232,C336232,,East,Massachusetts,Boston,2129
284,C32,5906,C325906,,East,Massachusetts,Boston,2129
285,C13,8755,C138755,,East,Massachusetts,Boston,2129
286,C29,6745,C296745,,East,Massachusetts,Boston,2129
287,C22,1838,C221838,,East,Massachusetts,Boston,2129
288,C10,4985,C104985,,East,Massachusetts,Boston,2129
289,C82,6514,C826514,,East,Massachusetts,Boston,2129
290,C26,7333,C267333,,East,Massachusetts,Boston,2129
291,C13,479,C13479,,East,Massachusetts,Boston,2129
292,C31,108,C31108,,East,Massachusetts,Boston,2129
293,C35,8486,C358486,,East,Massachusetts,Boston,2129
294,C20,8738,C208738,,East,Massachusetts,Boston,2129
295,C11,1056,C111056,,East,Massachusetts,Boston,2129
296,C99,9586,C999586,,East,Massachusetts,Franklin,2038
297,C29,6862,C296862,,East,Massachusetts,Lowell,1852
298,C10,1550,C101550,,East,Massachusetts,Marlborough,1752
299,C27,8142,C278142,,East,Massachusetts,Sharon,2067
300,C33,779,C33779,,East,New Hampshire,Dover,3820
301,C28,2968,C282968,,East,New Jersey,Ewing,8618
302,C85,2668,C852668,,East,New Jersey,Lodi,7644
303,C27,4936,C274936,,East,New Jersey,Nutley,7110
304,C26,9751,C269751,,East,New Jersey,Perth Amboy,8861
305,C13,6051,C136051,,East,New Jersey,Woodbridge,7095
306,C26,6462,C266462,,East,Rhode Island,Woonsocket,2895
307,C32,9163,C329163,,West,Oregon,Lake Oswego,97035
308,C30,5398,C305398,,West,Oregon,Lake Oswego,97035
309,C26,7961,C267961,,West,Oregon,Lake Oswego,97035
310,C10,1248,C101248,,West,Oregon,Lake Oswego,97035
311,C16,5812,C165812,,West,Oregon,Mcminnville,97128
312,C33,9518,C339518,,West,Oregon,Mcminnville,97128
313,C23,5057,C235057,,West,Oregon,Mcminnville,97128
314,C10,3944,C103944,,West,Oregon,Mcminnville,97128
315,C26,889,C26889,,West,Oregon,Mcminnville,97128
316,C20,7753,C207753,,West,Oregon,Medford,97504
317,C20,4154,C204154,,West,Washington,Seattle,98103
318,C29,344,C29344,,West,Washington,Seattle,98103
319,C73,395,C73395,,West,Washington,Seattle,98103
320,C31,2155,C312155,,West,Washington,Seattle,98103
321,C25,9743,C259743,,West,Washington,Seattle,98103
322,C60,5200,C605200,,West,Washington,Seattle,98103
323,C31,7850,C317850,,West,Washington,Seattle,98103
324,C98,6860,C986860,,West,Washington,Seattle,98103
325,C23,6428,C236428,,West,Washington,Seattle,98103
326,C27,8588,C278588,,West,Washington,Seattle,98103
327,C15,4184,C154184,,West,Utah,Kearns,84118
328,C28,7459,C287459,,West,Utah,Kearns,84118
329,C61,7884,C617884,,West,Utah,Kearns,84118
330,C29,4024,C294024,,West,Utah,Kearns,84118
331,C79,567,C79567,,West,Utah,Kearns,84118
332,C79,9447,C799447,,West,Utah,Layton,84041
333,C14,4628,C144628,,West,Utah,Layton,84041
334,C26,810,C26810,,West,Utah,Layton,84041
335,C67,524,C67524,,West,Utah,Layton,84041
336,C33,4281,C334281,,West,Utah,Layton,84041
337,C31,4173,C314173,,West,California,Visalia,93277
338,C12,2712,C122712,,West,California,Visalia,93277
339,C27,6111,C276111,,West,California,Visalia,93277
340,C27,7924,C277924,,West,California,Visalia,93277
341,C28,6466,C286466,,West,California,Visalia,93277
342,C32,7001,C327001,,South,Virginia,Tysons Corner,22102
343,C50,9924,C509924,,South,Virginia,Tysons Corner,22102
344,C45,3635,C453635,,Central,Texas,Rowlett,75088
345,C25,9539,C259539,,Central,Texas,Rowlett,75088
346,C72,9392,C729392,,Central,Texas,San Angelo,76903
347,C28,85,C2885,,Central,Texas,San Angelo,76903
348,C76,7634,C767634,,Central,Texas,San Antonio,78207
349,C23,18,C2318,,Central,Texas,San Antonio,78207
350,C23,8063,C238063,,Central,Texas,San Antonio,78207
351,C30,8584,C308584,,Central,Illinois,Alton,62002
352,C21,6619,C216619,,Central,Illinois,Alton,62002
353,C24,1523,C241523,,Central,Illinois,Alton,62002
354,C20,9761,C209761,,Central,Illinois,Arlington Heights,60004
355,C32,9153,C329153,,Central,Illinois,Arlington Heights,60004
356,C12,6702,C126702,,Central,Illinois,Arlington Heights,60004
357,C28,7787,C287787,,West,Oregon,Lake Oswego,97035
358,C14,2943,C142943,,West,Oregon,Lake Oswego,97035
359,C10,484,C10484,,West,Oregon,Lake Oswego,97035
360,C26,213,C26213,,West,Oregon,Lake Oswego,97035
361,C21,589,C21589,,West,Oregon,Mcminnville,97128
362,C88,5556,C885556,,West,Oregon,Mcminnville,97128
363,C94,4366,C944366,,West,Oregon,Mcminnville,97128
364,C46,2011,C462011,,West,Oregon,Medford,97504
365,C26,2366,C262366,,West,California,Petaluma,94952
366,C21,2400,C212400,,West,California,Petaluma,94952
367,C20,4307,C204307,,West,California,Petaluma,94952
368,C16,2871,C162871,,West,California,Petaluma,94952
369,C11,9825,C119825,,East,Massachusetts,Clinton,1510
370,C26,171,C26171,,East,Massachusetts,Longmeadow,1106
371,C24,4973,C244973,,East,Massachusetts,Wakefield,1880
372,C20,8765,C208765,,West,California,Visalia,93277
373,C32,1053,C321053,,West,California,Visalia,93277
374,C18,3356,C183356,,East,Connecticut,Ansonia,6401
375,C15,5763,C155763,,East,Connecticut,Norwich,6360
376,C56,7509,C567509,,East,Massachusetts,Yarmouth,2664
377,C48,6241,C486241,,East,Pennsylvania,West Mifflin,15122
378,C30,6892,C306892,,East,Pennsylvania,West Mifflin,15122
379,C26,6819,C266819,,East,Pennsylvania,West Mifflin,15122
380,C31,7897,C317897,,East,Pennsylvania,West Mifflin,15122
381,C54,5424,C545424,,East,Pennsylvania,West Mifflin,15122
382,C22,4223,C224223,,Central,Texas,Watauga,76148
383,C28,6181,C286181,,Central,Texas,Watauga,76148
384,C14,4371,C144371,,Central,Texas,Watauga,76148
385,C40,2433,C402433,,Central,Texas,Watauga,76148
386,C29,7425,C297425,,Central,Texas,Watauga,76148
387,C22,2906,C222906,,Central,Texas,Watauga,76148
388,C23,6397,C236397,,East,Vermont,Colchester,5439
389,C30,9079,C309079,,East,Vermont,Essex Junction,5451
390,C11,6633,C116633,,East,Vermont,South Burlington,5403
391,C25,9606,C259606,,South,Tennessee,Kingsport,37664
392,C33,3065,C333065,,South,Tennessee,Kingsport,37664
393,C21,1494,C211494,,South,Tennessee,Kingsport,37664
394,C30,2831,C302831,,South,Tennessee,Kingsport,37664
395,C28,2397,C282397,,South,Tennessee,Kingsport,37664
396,C23,3697,C233697,,South,Tennessee,Knoxville,37918
397,C12,9976,C129976,,South,Tennessee,Knoxville,37918
398,C81,2053,C812053,,South,Tennessee,Knoxville,37918
399,C32,4783,C324783,,South,Tennessee,Knoxville,37918
400,C28,1502,C281502,,South,Tennessee,Knoxville,37918
401,C43,3234,C433234,,South,Tennessee,Knoxville,37918
402,C16,7183,C167183,,South,Tennessee,Knoxville,37918
403,C31,1195,C311195,,South,Tennessee,La Vergne,37086
404,C10,7399,C107399,,South,Tennessee,La Vergne,37086
405,C99,2967,C992967,,South,Tennessee,La Vergne,37086
406,C24,6719,C246719,,South,Tennessee,La Vergne,37086
407,C22,859,C22859,,South,Tennessee,La Vergne,37086
408,C28,5422,C285422,,South,Tennessee,La Vergne,37086
409,C21,7049,C217049,,South,Tennessee,Lebanon,37087
410,C14,1094,C141094,,South,Tennessee,Lebanon,37087
411,C31,628,C31628,,West,Colorado,Fort Collins,80525
412,C29,7711,C297711,,West,Colorado,Fort Collins,80525
413,C21,1354,C211354,,West,Colorado,Fort Collins,80525
414,C28,1864,C281864,,West,Colorado,Fort Collins,80525
415,C23,4177,C234177,,West,Colorado,Fort Collins,80525
416,C33,5822,C335822,,West,Colorado,Fountain,80817
417,C10,7261,C107261,,West,Colorado,Fountain,80817
418,C65,3357,C653357,,Central,Illinois,Oak Forest,60452
419,C32,7084,C327084,,Central,Illinois,Oak Forest,60452
420,C21,8706,C218706,,Central,Illinois,Oak Forest,60452
421,C32,1931,C321931,,Central,Illinois,Oak Forest,60452
422,C40,3983,C403983,,Central,Texas,Saginaw,76131
423,C13,7912,C137912,,Central,Texas,Saginaw,76131
424,C22,9733,C229733,,Central,Texas,Saginaw,76131
425,C30,4835,C304835,,West,Washington,Redmond,98052
426,C12,4933,C124933,,West,Washington,Redmond,98052
427,C11,1115,C111115,,West,Washington,Redmond,98052
428,C24,8988,C248988,,West,Washington,Redmond,98052
429,C16,2574,C162574,,West,Washington,Renton,98059
430,C33,1880,C331880,,West,Washington,Renton,98059
431,C29,1911,C291911,,West,Washington,Richland,99352
432,C15,3958,C153958,,West,Washington,Richland,99352
433,C12,5209,C125209,,West,Washington,Richland,99352
434,C32,640,C32640,,West,Washington,Richland,99352
435,C80,3666,C803666,,West,Washington,Richland,99352
436,C13,4691,C134691,,South,Tennessee,Lebanon,37087
437,C72,9802,C729802,,South,Tennessee,Lebanon,37087
438,C25,2250,C252250,,South,Tennessee,Lebanon,37087
439,C20,8545,C208545,,South,Tennessee,Lebanon,37087
440,C31,975,C31975,,South,Tennessee,Maryville,37804
441,C10,9758,C109758,,South,Tennessee,Maryville,37804
442,C21,4463,C214463,,South,Tennessee,Maryville,37804
443,C38,7164,C387164,,South,Louisiana,Baton Rouge,70802
444,C13,5196,C135196,,South,Louisiana,Baton Rouge,70802
445,C28,4031,C284031,,South,Louisiana,Baton Rouge,70802
446,C25,9260,C259260,,South,Louisiana,Baton Rouge,70802
447,C10,9593,C109593,,South,Louisiana,Baton Rouge,70802
448,C27,238,C27238,,South,Louisiana,Baton Rouge,70802
449,C30,8978,C308978,,East,Maine,Westbrook,4092
450,C22,1607,C221607,,East,New Jersey,Fort Lee,7024
451,C11,5148,C115148,,Central,Texas,Gainesville,76240
452,C25,3248,C253248,,Central,Texas,Gainesville,76240
453,C29,760,C29760,,Central,Texas,Saginaw,76131
454,C25,8089,C258089,,Central,Texas,Saginaw,76131
455,C22,2102,C222102,,West,Washington,Seatac,98158
456,C20,9440,C209440,,West,Washington,Seatac,98158
457,C20,3263,C203263,,Central,Texas,Corpus Christi,78415
458,C23,2103,C232103,,Central,Texas,Corpus Christi,78415
459,C21,3360,C213360,,Central,Texas,Corpus Christi,78415
460,C22,5105,C225105,,Central,Texas,Corpus Christi,78415
461,C15,8124,C158124,,Central,Texas,Corpus Christi,78415
462,C24,6484,C246484,,Central,Texas,Corpus Christi,78415
463,C19,7019,C197019,,South,Virginia,Colonial Heights,23834
464,C94,7114,C947114,,South,Virginia,Colonial Heights,23834
465,C11,5431,C115431,,South,Virginia,Colonial Heights,23834
466,C26,6394,C266394,,South,Virginia,Colonial Heights,23834
467,C12,2371,C122371,,South,Virginia,Colonial Heights,23834
468,C73,6428,C736428,,South,Virginia,Colonial Heights,23834
469,C12,7339,C127339,,Central,Kansas,Olathe,66062
470,C16,4662,C164662,,Central,Kansas,Olathe,66062
471,C24,8884,C248884,,Central,Kansas,Olathe,66062
472,C10,684,C10684,,West,California,San Francisco,94122
473,C24,688,C24688,,West,California,San Francisco,94122
474,C24,6364,C246364,,West,California,San Francisco,94122
475,C19,5413,C195413,,West,California,San Francisco,94122
476,C19,7308,C197308,,West,California,San Francisco,94122
477,C26,4767,C264767,,West,California,San Francisco,94122
478,C29,9172,C299172,,West,California,San Francisco,94122
479,C99,4327,C994327,,West,California,San Francisco,94122
480,C33,7644,C337644,,East,Maine,Brunswick,4011
481,C17,5449,C175449,,East,Maine,Lewiston,4240
482,C24,9092,C249092,,East,Massachusetts,Arlington,2474
483,C43,2132,C432132,,East,Massachusetts,Falmouth,2540
484,C28,9802,C289802,,East,Massachusetts,Westborough,1580
485,C19,4330,C194330,,East,New Hampshire,Derry,3038
486,C12,7945,C127945,,Central,Texas,Gainesville,76240
487,C20,2057,C202057,,Central,Texas,Gainesville,76240
488,C31,5209,C315209,,Central,Illinois,Arlington Heights,60004
489,C32,3605,C323605,,Central,Illinois,Aurora,60505
490,C28,2395,C282395,,Central,Illinois,Aurora,60505
